file_a,file_b,cochange_count,jaccard
src/pages/staff/media/index.astro,src/pages/staff/products/index.astro,4,0.444444
src/pages/staff/media/index.astro,src/pages/staff/reports/index.astro,3,0.750000
src/pages/staff/media/index.astro,src/pages/staff/roles/index.astro,2,0.333333
src/pages/staff/media/index.astro,src/pages/staff/sales/index.astro,2,0.333333
src/pages/staff/media/index.astro,src/pages/staff/sales/instore.astro,2,0.222222
src/pages/staff/media/index.astro,src/pages/staff/sales/new.astro,4,0.666667
src/pages/staff/media/index.astro,src/pages/staff/sales/notes.astro,2,0.400000
src/pages/staff/media/index.astro,src/pages/staff/sales/orders.astro,2,0.333333
src/pages/staff/media/index.astro,src/pages/staff/sales/search.astro,2,0.400000
src/pages/staff/media/index.astro,src/pages/staff/settings/index.astro,3,0.428571
src/pages/staff/media/index.astro,src/pages/staff/support/escalations.astro,2,0.400000
src/pages/staff/media/index.astro,src/pages/staff/support/index.astro,3,0.500000
src/pages/staff/media/index.astro,src/pages/staff/support/search.astro,3,0.750000
src/pages/staff/media/index.astro,src/pages/staff/users/index.astro,3,0.428571
src/pages/staff/orders/index.astro,src/pages/staff/packing/courier.astro,2,0.285714
src/pages/staff/orders/index.astro,src/pages/staff/packing/index.astro,3,0.600000
src/pages/staff/orders/index.astro,src/pages/staff/packing/packed.astro,2,0.400000
src/pages/staff/orders/index.astro,src/pages/staff/packing/slips.astro,2,0.400000
src/pages/staff/orders/index.astro,src/pages/staff/products/index.astro,4,0.444444
src/pages/staff/orders/index.astro,src/pages/staff/reports/index.astro,2,0.400000
src/pages/staff/orders/index.astro,src/pages/staff/roles/index.astro,2,0.333333
src/pages/staff/orders/index.astro,src/pages/staff/sales/index.astro,3,0.600000
src/pages/staff/orders/index.astro,src/pages/staff/sales/instore.astro,2,0.222222
src/pages/staff/orders/index.astro,src/pages/staff/sales/new.astro,3,0.428571
src/pages/staff/orders/index.astro,src/pages/staff/sales/notes.astro,2,0.400000
src/pages/staff/orders/index.astro,src/pages/staff/sales/orders.astro,3,0.600000
src/pages/staff/orders/index.astro,src/pages/staff/sales/search.astro,2,0.400000
src/pages/staff/orders/index.astro,src/pages/staff/settings/index.astro,3,0.428571
src/pages/staff/orders/index.astro,src/pages/staff/support/escalations.astro,2,0.400000
src/pages/staff/orders/index.astro,src/pages/staff/support/index.astro,3,0.500000
src/pages/staff/orders/index.astro,src/pages/staff/support/search.astro,2,0.400000
src/pages/staff/orders/index.astro,src/pages/staff/users/index.astro,3,0.428571
src/pages/staff/packing/courier.astro,src/pages/staff/packing/index.astro,2,0.285714
src/pages/staff/packing/courier.astro,src/pages/staff/packing/packed.astro,3,0.600000
src/pages/staff/packing/courier.astro,src/pages/staff/packing/slips.astro,3,0.600000
src/pages/staff/packing/courier.astro,src/pages/staff/products/index.astro,2,0.166667
src/pages/staff/packing/courier.astro,src/pages/staff/reports/index.astro,2,0.333333
src/pages/staff/packing/courier.astro,src/pages/staff/roles/index.astro,3,0.500000
src/pages/staff/packing/courier.astro,src/pages/staff/sales/index.astro,2,0.285714
src/pages/staff/packing/courier.astro,src/pages/staff/sales/instore.astro,3,0.333333
src/pages/staff/packing/courier.astro,src/pages/staff/sales/new.astro,2,0.222222
src/pages/staff/packing/courier.astro,src/pages/staff/sales/notes.astro,3,0.600000
src/pages/staff/packing/courier.astro,src/pages/staff/sales/orders.astro,3,0.500000
src/pages/staff/packing/courier.astro,src/pages/staff/sales/search.astro,3,0.600000
src/pages/staff/packing/courier.astro,src/pages/staff/settings/index.astro,2,0.222222
src/pages/staff/packing/courier.astro,src/pages/staff/support/escalations.astro,3,0.600000
src/pages/staff/packing/courier.astro,src/pages/staff/support/index.astro,2,0.250000
src/pages/staff/packing/courier.astro,src/pages/staff/support/search.astro,2,0.333333
src/pages/staff/packing/courier.astro,src/pages/staff/users/index.astro,2,0.222222
src/pages/staff/packing/index.astro,src/pages/staff/packing/packed.astro,2,0.400000
src/pages/staff/packing/index.astro,src/pages/staff/packing/slips.astro,2,0.400000
src/pages/staff/packing/index.astro,src/pages/staff/products/index.astro,4,0.444444
src/pages/staff/packing/index.astro,src/pages/staff/reports/index.astro,2,0.400000
src/pages/staff/packing/index.astro,src/pages/staff/roles/index.astro,2,0.333333
src/pages/staff/packing/index.astro,src/pages/staff/sales/index.astro,3,0.600000
src/pages/staff/packing/index.astro,src/pages/staff/sales/instore.astro,2,0.222222
src/pages/staff/packing/index.astro,src/pages/staff/sales/new.astro,2,0.250000
src/pages/staff/packing/index.astro,src/pages/staff/sales/notes.astro,2,0.400000
src/pages/staff/packing/index.astro,src/pages/staff/sales/orders.astro,3,0.600000
src/pages/staff/packing/index.astro,src/pages/staff/sales/search.astro,2,0.400000
src/pages/staff/packing/index.astro,src/pages/staff/settings/index.astro,4,0.666667
src/pages/staff/packing/index.astro,src/pages/staff/support/escalations.astro,2,0.400000
src/pages/staff/packing/index.astro,src/pages/staff/support/index.astro,4,0.800000
src/pages/staff/packing/index.astro,src/pages/staff/support/search.astro,2,0.400000
src/pages/staff/packing/index.astro,src/pages/staff/users/index.astro,4,0.666667
src/pages/staff/packing/packed.astro,src/pages/staff/packing/slips.astro,3,1.000000
src/pages/staff/packing/packed.astro,src/pages/staff/products/index.astro,2,0.200000
src/pages/staff/packing/packed.astro,src/pages/staff/reports/index.astro,2,0.500000
src/pages/staff/packing/packed.astro,src/pages/staff/roles/index.astro,3,0.750000
src/pages/staff/packing/packed.astro,src/pages/staff/sales/index.astro,2,0.400000
src/pages/staff/packing/packed.astro,src/pages/staff/sales/instore.astro,3,0.428571
src/pages/staff/packing/packed.astro,src/pages/staff/sales/new.astro,2,0.285714
src/pages/staff/packing/packed.astro,src/pages/staff/sales/notes.astro,3,1.000000
src/pages/staff/packing/packed.astro,src/pages/staff/sales/orders.astro,3,0.750000
src/pages/staff/packing/packed.astro,src/pages/staff/sales/search.astro,3,1.000000
src/pages/staff/packing/packed.astro,src/pages/staff/settings/index.astro,2,0.285714
src/pages/staff/packing/packed.astro,src/pages/staff/support/escalations.astro,3,1.000000
src/pages/staff/packing/packed.astro,src/pages/staff/support/index.astro,2,0.333333
src/pages/staff/packing/packed.astro,src/pages/staff/support/search.astro,2,0.500000
src/pages/staff/packing/packed.astro,src/pages/staff/users/index.astro,2,0.285714
src/pages/staff/packing/slips.astro,src/pages/staff/products/index.astro,2,0.200000
src/pages/staff/packing/slips.astro,src/pages/staff/reports/index.astro,2,0.500000
src/pages/staff/packing/slips.astro,src/pages/staff/roles/index.astro,3,0.750000
src/pages/staff/packing/slips.astro,src/pages/staff/sales/index.astro,2,0.400000
src/pages/staff/packing/slips.astro,src/pages/staff/sales/instore.astro,3,0.428571
src/pages/staff/packing/slips.astro,src/pages/staff/sales/new.astro,2,0.285714
src/pages/staff/packing/slips.astro,src/pages/staff/sales/notes.astro,3,1.000000
src/pages/staff/packing/slips.astro,src/pages/staff/sales/orders.astro,3,0.750000
src/pages/staff/packing/slips.astro,src/pages/staff/sales/search.astro,3,1.000000
src/pages/staff/packing/slips.astro,src/pages/staff/settings/index.astro,2,0.285714
src/pages/staff/packing/slips.astro,src/pages/staff/support/escalations.astro,3,1.000000
src/pages/staff/packing/slips.astro,src/pages/staff/support/index.astro,2,0.333333
src/pages/staff/packing/slips.astro,src/pages/staff/support/search.astro,2,0.500000
src/pages/staff/packing/slips.astro,src/pages/staff/users/index.astro,2,0.285714
src/pages/staff/products/index.astro,src/pages/staff/reports/index.astro,3,0.333333
src/pages/staff/products/index.astro,src/pages/staff/roles/index.astro,3,0.300000
src/pages/staff/products/index.astro,src/pages/staff/sales/index.astro,3,0.300000
src/pages/staff/products/index.astro,src/pages/staff/sales/instore.astro,3,0.230769
src/pages/staff/products/index.astro,src/pages/staff/sales/new.astro,6,0.666667
src/pages/staff/products/index.astro,src/pages/staff/sales/notes.astro,2,0.200000
src/pages/staff/products/index.astro,src/pages/staff/sales/orders.astro,3,0.300000
src/pages/staff/products/index.astro,src/pages/staff/sales/search.astro,2,0.200000
src/pages/staff/products/index.astro,src/pages/staff/settings/index.astro,6,0.666667
src/pages/staff/products/index.astro,src/pages/staff/support/escalations.astro,2,0.200000
src/pages/staff/products/index.astro,src/pages/staff/support/index.astro,5,0.555556
src/pages/staff/products/index.astro,src/pages/staff/support/search.astro,3,0.333333
src/pages/staff/products/index.astro,src/pages/staff/users/index.astro,6,0.666667
src/pages/staff/reports/index.astro,src/pages/staff/roles/index.astro,2,0.400000
src/pages/staff/reports/index.astro,src/pages/staff/sales/index.astro,2,0.400000
src/pages/staff/reports/index.astro,src/pages/staff/sales/instore.astro,2,0.250000
src/pages/staff/reports/index.astro,src/pages/staff/sales/new.astro,3,0.500000
src/pages/staff/reports/index.astro,src/pages/staff/sales/notes.astro,2,0.500000
src/pages/staff/reports/index.astro,src/pages/staff/sales/orders.astro,2,0.400000
src/pages/staff/reports/index.astro,src/pages/staff/sales/search.astro,2,0.500000
src/pages/staff/reports/index.astro,src/pages/staff/settings/index.astro,3,0.500000
src/pages/staff/reports/index.astro,src/pages/staff/support/escalations.astro,2,0.500000
src/pages/staff/reports/index.astro,src/pages/staff/support/index.astro,3,0.600000
src/pages/staff/reports/index.astro,src/pages/staff/support/search.astro,3,1.000000
src/pages/staff/reports/index.astro,src/pages/staff/users/index.astro,3,0.500000
src/pages/staff/roles/index.astro,src/pages/staff/sales/index.astro,2,0.333333
src/pages/staff/roles/index.astro,src/pages/staff/sales/instore.astro,3,0.375000
src/pages/staff/roles/index.astro,src/pages/staff/sales/new.astro,2,0.250000
src/pages/staff/roles/index.astro,src/pages/staff/sales/notes.astro,3,0.750000
src/pages/staff/roles/index.astro,src/pages/staff/sales/orders.astro,3,0.600000
src/pages/staff/roles/index.astro,src/pages/staff/sales/search.astro,3,0.750000
src/pages/staff/roles/index.astro,src/pages/staff/settings/index.astro,3,0.428571
src/pages/staff/roles/index.astro,src/pages/staff/support/escalations.astro,3,0.750000
src/pages/staff/roles/index.astro,src/pages/staff/support/index.astro,2,0.285714
src/pages/staff/roles/index.astro,src/pages/staff/support/search.astro,2,0.400000
src/pages/staff/roles/index.astro,src/pages/staff/users/index.astro,3,0.428571
src/pages/staff/sales/index.astro,src/pages/staff/sales/instore.astro,2,0.222222
src/pages/staff/sales/index.astro,src/pages/staff/sales/new.astro,2,0.250000
src/pages/staff/sales/index.astro,src/pages/staff/sales/notes.astro,2,0.400000
src/pages/staff/sales/index.astro,src/pages/staff/sales/orders.astro,3,0.600000
src/pages/staff/sales/index.astro,src/pages/staff/sales/pos-history.astro,2,0.400000
src/pages/staff/sales/index.astro,src/pages/staff/sales/pos.astro,2,0.400000
src/pages/staff/sales/index.astro,src/pages/staff/sales/search.astro,2,0.400000
src/pages/staff/sales/index.astro,src/pages/staff/settings/index.astro,3,0.428571
src/pages/staff/sales/index.astro,src/pages/staff/support/escalations.astro,2,0.400000
src/pages/staff/sales/index.astro,src/pages/staff/support/index.astro,3,0.500000
src/pages/staff/sales/index.astro,src/pages/staff/support/search.astro,2,0.400000
src/pages/staff/sales/index.astro,src/pages/staff/users/index.astro,3,0.428571
src/pages/staff/sales/instore.astro,src/pages/staff/sales/new.astro,3,0.300000
src/pages/staff/sales/instore.astro,src/pages/staff/sales/notes.astro,3,0.428571
src/pages/staff/sales/instore.astro,src/pages/staff/sales/orders.astro,3,0.375000
src/pages/staff/sales/instore.astro,src/pages/staff/sales/pos-history.astro,2,0.250000
src/pages/staff/sales/instore.astro,src/pages/staff/sales/pos.astro,2,0.250000
src/pages/staff/sales/instore.astro,src/pages/staff/sales/search.astro,3,0.428571
src/pages/staff/sales/instore.astro,src/pages/staff/settings/index.astro,2,0.181818
src/pages/staff/sales/instore.astro,src/pages/staff/support/escalations.astro,3,0.428571
src/pages/staff/sales/instore.astro,src/pages/staff/support/index.astro,2,0.200000
src/pages/staff/sales/instore.astro,src/pages/staff/support/search.astro,2,0.250000
src/pages/staff/sales/instore.astro,src/pages/staff/users/index.astro,2,0.181818
src/pages/staff/sales/new.astro,src/pages/staff/sales/notes.astro,2,0.285714
src/pages/staff/sales/new.astro,src/pages/staff/sales/orders.astro,2,0.250000
src/pages/staff/sales/new.astro,src/pages/staff/sales/search.astro,2,0.285714
src/pages/staff/sales/new.astro,src/pages/staff/settings/index.astro,3,0.333333
src/pages/staff/sales/new.astro,src/pages/staff/support/escalations.astro,2,0.285714
src/pages/staff/sales/new.astro,src/pages/staff/support/index.astro,3,0.375000
src/pages/staff/sales/new.astro,src/pages/staff/support/search.astro,3,0.500000
src/pages/staff/sales/new.astro,src/pages/staff/users/index.astro,3,0.333333
src/pages/staff/sales/notes.astro,src/pages/staff/sales/orders.astro,3,0.750000
src/pages/staff/sales/notes.astro,src/pages/staff/sales/search.astro,3,1.000000
src/pages/staff/sales/notes.astro,src/pages/staff/settings/index.astro,2,0.285714
src/pages/staff/sales/notes.astro,src/pages/staff/support/escalations.astro,3,1.000000
src/pages/staff/sales/notes.astro,src/pages/staff/support/index.astro,2,0.333333
src/pages/staff/sales/notes.astro,src/pages/staff/support/search.astro,2,0.500000
src/pages/staff/sales/notes.astro,src/pages/staff/users/index.astro,2,0.285714
src/pages/staff/sales/orders.astro,src/pages/staff/sales/search.astro,3,0.750000
src/pages/staff/sales/orders.astro,src/pages/staff/settings/index.astro,3,0.428571
src/pages/staff/sales/orders.astro,src/pages/staff/support/escalations.astro,3,0.750000
src/pages/staff/sales/orders.astro,src/pages/staff/support/index.astro,3,0.500000
src/pages/staff/sales/orders.astro,src/pages/staff/support/search.astro,2,0.400000
src/pages/staff/sales/orders.astro,src/pages/staff/users/index.astro,3,0.428571
src/pages/staff/sales/pos-history.astro,src/pages/staff/sales/pos.astro,3,1.000000
src/pages/staff/sales/search.astro,src/pages/staff/settings/index.astro,2,0.285714
src/pages/staff/sales/search.astro,src/pages/staff/support/escalations.astro,3,1.000000
src/pages/staff/sales/search.astro,src/pages/staff/support/index.astro,2,0.333333
src/pages/staff/sales/search.astro,src/pages/staff/support/search.astro,2,0.500000
src/pages/staff/sales/search.astro,src/pages/staff/users/index.astro,2,0.285714
src/pages/staff/settings/index.astro,src/pages/staff/support/escalations.astro,2,0.285714
src/pages/staff/settings/index.astro,src/pages/staff/support/index.astro,5,0.833333
src/pages/staff/settings/index.astro,src/pages/staff/support/search.astro,3,0.500000
src/pages/staff/settings/index.astro,src/pages/staff/users/index.astro,6,1.000000
src/pages/staff/support/escalations.astro,src/pages/staff/support/index.astro,2,0.333333
src/pages/staff/support/escalations.astro,src/pages/staff/support/search.astro,2,0.500000
src/pages/staff/support/escalations.astro,src/pages/staff/users/index.astro,2,0.285714
src/pages/staff/support/index.astro,src/pages/staff/support/search.astro,3,0.600000
src/pages/staff/support/index.astro,src/pages/staff/users/index.astro,5,0.833333
src/pages/staff/support/search.astro,src/pages/staff/users/index.astro,3,0.500000
FINAL_EXECUTION_REPORT.md,db/migrations/0001_initial_v6_8a_schema.sql,2,0.200000
FINAL_EXECUTION_REPORT.md,db/migrations/0027_stock_reservations_status_rebuild.sql,2,0.333333
FINAL_EXECUTION_REPORT.md,src/do/budget-counter-do.ts,2,0.222222
FINAL_EXECUTION_REPORT.md,src/lib/fraud.ts,2,0.200000
FINAL_EXECUTION_REPORT.md,src/lib/integrations/uddoktapay/client.ts,2,0.250000
FINAL_EXECUTION_REPORT.md,src/lib/inventory.ts,2,0.222222
FINAL_EXECUTION_REPORT.md,src/lib/orders.ts,2,0.222222
FINAL_EXECUTION_REPORT.md,src/lib/payments.ts,2,0.181818
FINAL_EXECUTION_REPORT.md,src/lib/tinify.ts,2,0.222222
FINAL_EXECUTION_REPORT.md,src/pages/api/staff/orders/create.ts,2,0.117647
GAP_FIX_LIST.md,db/migrations/0001_initial_v6_8a_schema.sql,2,0.222222
GAP_FIX_LIST.md,db/migrations/0027_stock_reservations_status_rebuild.sql,2,0.400000
GAP_FIX_LIST.md,src/do/budget-counter-do.ts,2,0.250000
GAP_FIX_LIST.md,src/lib/fraud.ts,2,0.222222
GAP_FIX_LIST.md,src/lib/integrations/uddoktapay/client.ts,2,0.285714
GAP_FIX_LIST.md,src/lib/inventory.ts,2,0.250000
GAP_FIX_LIST.md,src/lib/orders.ts,2,0.250000
GAP_FIX_LIST.md,src/lib/payments.ts,2,0.200000
GAP_FIX_LIST.md,src/lib/tinify.ts,2,0.250000
GAP_FIX_LIST.md,src/pages/api/staff/orders/create.ts,2,0.125000
db/migrations/0001_initial_v6_8a_schema.sql,db/migrations/0027_stock_reservations_status_rebuild.sql,2,0.333333
db/migrations/0001_initial_v6_8a_schema.sql,src/do/budget-counter-do.ts,2,0.222222
db/migrations/0001_initial_v6_8a_schema.sql,src/do/idempotency-do.ts,2,0.333333
db/migrations/0001_initial_v6_8a_schema.sql,src/do/variant-inventory-do.ts,2,0.181818
db/migrations/0001_initial_v6_8a_schema.sql,src/lib/cache-api.ts,2,0.250000
db/migrations/0001_initial_v6_8a_schema.sql,src/lib/email.ts,2,0.250000
db/migrations/0001_initial_v6_8a_schema.sql,src/lib/fraud.ts,2,0.200000
db/migrations/0001_initial_v6_8a_schema.sql,src/lib/inventory.ts,3,0.375000
db/migrations/0001_initial_v6_8a_schema.sql,src/lib/maintenance/reconciliation.ts,2,0.222222
db/migrations/0001_initial_v6_8a_schema.sql,src/lib/orders.ts,3,0.375000
db/migrations/0001_initial_v6_8a_schema.sql,src/lib/turnstile.ts,2,0.333333
db/migrations/0001_initial_v6_8a_schema.sql,src/pages/api/fraud/check.ts,2,0.250000
db/migrations/0001_initial_v6_8a_schema.sql,src/pages/api/staff/orders/[id]/confirm.ts,3,0.300000
db/migrations/0001_initial_v6_8a_schema.sql,src/pages/api/staff/orders/create.ts,4,0.266667
db/migrations/0001_initial_v6_8a_schema.sql,src/pages/api/staff/returns/[id]/approve.ts,2,0.222222
db/migrations/0001_initial_v6_8a_schema.sql,src/pages/api/staff/uploads.ts,2,0.200000
db/migrations/0001_initial_v6_8a_schema.sql,src/queues/consumers.ts,3,0.200000
db/migrations/0027_stock_reservations_status_rebuild.sql,src/do/budget-counter-do.ts,2,0.400000
db/migrations/0027_stock_reservations_status_rebuild.sql,src/lib/inventory.ts,2,0.400000
db/migrations/0027_stock_reservations_status_rebuild.sql,src/lib/orders.ts,2,0.400000
db/migrations/0027_stock_reservations_status_rebuild.sql,src/pages/api/staff/orders/create.ts,2,0.153846
db/migrations/0027_stock_reservations_status_rebuild.sql,src/queues/consumers.ts,2,0.166667
src/do/budget-counter-do.ts,src/lib/ai-client.ts,2,0.333333
src/do/budget-counter-do.ts,src/lib/email.ts,2,0.285714
src/do/budget-counter-do.ts,src/lib/inventory.ts,2,0.250000
src/do/budget-counter-do.ts,src/lib/orders.ts,2,0.250000
src/do/budget-counter-do.ts,src/pages/api/staff/orders/create.ts,3,0.200000
src/do/budget-counter-do.ts,src/queues/consumers.ts,3,0.214286
src/do/cart-do.ts,src/do/direct-checkout-session-do.ts,2,0.500000
src/do/cart-do.ts,src/do/provider-health-do.ts,2,0.500000
src/do/cart-do.ts,src/do/variant-inventory-do.ts,2,0.250000
src/do/cart-do.ts,src/lib/cache-api.ts,2,0.400000
src/do/cart-do.ts,src/lib/fraud.ts,3,0.500000
src/do/cart-do.ts,src/lib/payments.ts,2,0.250000
src/do/cart-do.ts,src/pages/api/staff/uploads.ts,2,0.285714
src/do/cart-do.ts,src/queues/consumers.ts,3,0.250000
src/do/direct-checkout-session-do.ts,src/do/provider-health-do.ts,2,0.500000
src/do/direct-checkout-session-do.ts,src/lib/cache-api.ts,2,0.400000
src/do/direct-checkout-session-do.ts,src/lib/fraud.ts,2,0.285714
src/do/direct-checkout-session-do.ts,src/pages/api/staff/uploads.ts,2,0.285714
src/do/idempotency-do.ts,src/do/variant-inventory-do.ts,2,0.285714
src/do/idempotency-do.ts,src/lib/cache-api.ts,2,0.500000
src/do/idempotency-do.ts,src/lib/email.ts,2,0.500000
src/do/idempotency-do.ts,src/lib/inventory.ts,2,0.400000
src/do/idempotency-do.ts,src/lib/maintenance/reconciliation.ts,2,0.400000
src/do/idempotency-do.ts,src/lib/orders.ts,2,0.400000
src/do/idempotency-do.ts,src/lib/turnstile.ts,2,1.000000
src/do/idempotency-do.ts,src/pages/api/staff/orders/create.ts,2,0.153846
src/do/idempotency-do.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.400000
src/do/idempotency-do.ts,src/queues/consumers.ts,2,0.166667
src/do/provider-health-do.ts,src/do/variant-inventory-do.ts,2,0.250000
src/do/provider-health-do.ts,src/lib/cache-api.ts,2,0.400000
src/do/provider-health-do.ts,src/lib/fraud.ts,2,0.285714
src/do/provider-health-do.ts,src/pages/api/staff/uploads.ts,2,0.285714
src/do/variant-inventory-do.ts,src/lib/cache-api.ts,3,0.375000
src/do/variant-inventory-do.ts,src/lib/email.ts,2,0.222222
src/do/variant-inventory-do.ts,src/lib/fraud.ts,2,0.181818
src/do/variant-inventory-do.ts,src/lib/inventory.ts,2,0.200000
src/do/variant-inventory-do.ts,src/lib/maintenance/reconciliation.ts,2,0.200000
src/do/variant-inventory-do.ts,src/lib/orders.ts,2,0.200000
src/do/variant-inventory-do.ts,src/lib/turnstile.ts,2,0.285714
src/do/variant-inventory-do.ts,src/pages/api/staff/orders/create.ts,2,0.111111
src/do/variant-inventory-do.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.200000
src/lib/ai-client.ts,src/lib/cache-api.ts,2,0.400000
src/lib/ai-client.ts,src/lib/maintenance/partial-prepay.ts,2,0.500000
src/lib/ai-client.ts,src/lib/maintenance/reconciliation.ts,2,0.333333
src/lib/ai-client.ts,src/lib/payments.ts,2,0.250000
src/lib/ai-client.ts,src/pages/api/staff/orders/[id]/confirm.ts,2,0.250000
src/lib/ai-client.ts,src/pages/api/staff/orders/create.ts,2,0.142857
src/lib/ai-client.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.333333
src/lib/ai-client.ts,src/queues/consumers.ts,2,0.153846
src/lib/cache-api.ts,src/lib/email.ts,2,0.333333
src/lib/cache-api.ts,src/lib/fraud.ts,2,0.250000
src/lib/cache-api.ts,src/lib/inventory.ts,2,0.285714
src/lib/cache-api.ts,src/lib/maintenance/partial-prepay.ts,2,0.400000
src/lib/cache-api.ts,src/lib/maintenance/reconciliation.ts,3,0.500000
src/lib/cache-api.ts,src/lib/orders.ts,2,0.285714
src/lib/cache-api.ts,src/lib/payments.ts,2,0.222222
src/lib/cache-api.ts,src/lib/turnstile.ts,2,0.500000
src/lib/cache-api.ts,src/pages/api/staff/orders/[id]/confirm.ts,2,0.222222
src/lib/cache-api.ts,src/pages/api/staff/orders/create.ts,3,0.214286
src/lib/cache-api.ts,src/pages/api/staff/returns/[id]/approve.ts,3,0.500000
src/lib/cache-api.ts,src/pages/api/staff/uploads.ts,2,0.250000
src/lib/cache-api.ts,src/queues/consumers.ts,4,0.333333
src/lib/email.ts,src/lib/inventory.ts,2,0.285714
src/lib/email.ts,src/lib/maintenance/reconciliation.ts,2,0.285714
src/lib/email.ts,src/lib/orders.ts,2,0.285714
src/lib/email.ts,src/lib/turnstile.ts,2,0.500000
src/lib/email.ts,src/pages/api/staff/orders/create.ts,3,0.214286
src/lib/email.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.285714
src/lib/email.ts,src/queues/consumers.ts,3,0.230769
src/lib/fraud.ts,src/lib/integrations/uddoktapay/client.ts,2,0.250000
src/lib/fraud.ts,src/lib/inventory.ts,2,0.222222
src/lib/fraud.ts,src/lib/payments.ts,4,0.444444
src/lib/fraud.ts,src/lib/tinify.ts,2,0.222222
src/lib/fraud.ts,src/pages/api/fraud/check.ts,2,0.250000
src/lib/fraud.ts,src/pages/api/staff/orders/[id]/confirm.ts,2,0.181818
src/lib/fraud.ts,src/pages/api/staff/orders/create.ts,2,0.117647
src/lib/fraud.ts,src/pages/api/staff/uploads.ts,2,0.200000
src/lib/fraud.ts,src/queues/consumers.ts,3,0.200000
src/lib/integrations/uddoktapay/client.ts,src/lib/payments.ts,2,0.222222
src/lib/integrations/uddoktapay/client.ts,src/lib/tinify.ts,2,0.285714
src/lib/inventory.ts,src/lib/maintenance/reconciliation.ts,3,0.428571
src/lib/inventory.ts,src/lib/orders.ts,3,0.428571
src/lib/inventory.ts,src/lib/payments.ts,3,0.333333
src/lib/inventory.ts,src/lib/turnstile.ts,2,0.400000
src/lib/inventory.ts,src/pages/api/fraud/check.ts,2,0.285714
src/lib/inventory.ts,src/pages/api/staff/orders/create.ts,3,0.200000
src/lib/inventory.ts,src/pages/api/staff/returns/[id]/approve.ts,3,0.428571
src/lib/inventory.ts,src/queues/consumers.ts,4,0.307692
src/lib/maintenance/partial-prepay.ts,src/lib/maintenance/reconciliation.ts,2,0.333333
src/lib/maintenance/partial-prepay.ts,src/lib/orders.ts,2,0.333333
src/lib/maintenance/partial-prepay.ts,src/lib/payments.ts,2,0.250000
src/lib/maintenance/partial-prepay.ts,src/pages/api/staff/orders/[id]/confirm.ts,3,0.428571
src/lib/maintenance/partial-prepay.ts,src/pages/api/staff/orders/create.ts,3,0.230769
src/lib/maintenance/partial-prepay.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.333333
src/lib/maintenance/partial-prepay.ts,src/queues/consumers.ts,2,0.153846
src/lib/maintenance/reconciliation.ts,src/lib/orders.ts,2,0.250000
src/lib/maintenance/reconciliation.ts,src/lib/payments.ts,3,0.333333
src/lib/maintenance/reconciliation.ts,src/lib/turnstile.ts,2,0.400000
src/lib/maintenance/reconciliation.ts,src/pages/api/staff/orders/[id]/confirm.ts,2,0.200000
src/lib/maintenance/reconciliation.ts,src/pages/api/staff/orders/create.ts,3,0.200000
src/lib/maintenance/reconciliation.ts,src/pages/api/staff/returns/[id]/approve.ts,4,0.666667
src/lib/maintenance/reconciliation.ts,src/queues/consumers.ts,4,0.307692
src/lib/orders.ts,src/lib/turnstile.ts,2,0.400000
src/lib/orders.ts,src/pages/api/staff/orders/[id]/confirm.ts,2,0.200000
src/lib/orders.ts,src/pages/api/staff/orders/create.ts,5,0.384615
src/lib/orders.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.250000
src/lib/orders.ts,src/queues/consumers.ts,3,0.214286
src/lib/payments.ts,src/lib/tinify.ts,2,0.200000
src/lib/payments.ts,src/pages/api/fraud/check.ts,2,0.222222
src/lib/payments.ts,src/pages/api/staff/orders/[id]/confirm.ts,2,0.166667
src/lib/payments.ts,src/pages/api/staff/orders/create.ts,2,0.111111
src/lib/payments.ts,src/pages/api/staff/returns/[id]/approve.ts,4,0.500000
src/lib/payments.ts,src/queues/consumers.ts,4,0.266667
src/lib/tinify.ts,src/pages/api/staff/uploads.ts,2,0.222222
src/lib/turnstile.ts,src/pages/api/staff/orders/create.ts,2,0.153846
src/lib/turnstile.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.400000
src/lib/turnstile.ts,src/queues/consumers.ts,2,0.166667
src/pages/api/fraud/check.ts,src/pages/api/staff/orders/[id]/confirm.ts,2,0.222222
src/pages/api/fraud/check.ts,src/pages/api/staff/uploads.ts,2,0.250000
src/pages/api/staff/orders/[id]/confirm.ts,src/pages/api/staff/orders/create.ts,4,0.250000
src/pages/api/staff/orders/[id]/confirm.ts,src/pages/api/staff/returns/[id]/approve.ts,2,0.200000
src/pages/api/staff/orders/[id]/confirm.ts,src/pages/api/staff/uploads.ts,2,0.181818
src/pages/api/staff/orders/[id]/confirm.ts,src/queues/consumers.ts,2,0.117647
src/pages/api/staff/orders/create.ts,src/pages/api/staff/returns/[id]/approve.ts,3,0.200000
src/pages/api/staff/orders/create.ts,src/pages/api/staff/uploads.ts,2,0.117647
src/pages/api/staff/orders/create.ts,src/queues/consumers.ts,5,0.250000
